headword,CEFR,source
staff,B1,oxford_3000
stage,A2,oxford_3000
stair,A2,oxford_3000
stake,C1,oxford_5000
stall,B2,oxford_5000
stamp,A2,oxford_3000
stance,B2,oxford_5000
stand,A1,oxford_3000
standard,B1,oxford_3000
standing,C1,oxford_5000
star,A1,oxford_3000
stare,B2,oxford_3000
stark,C1,oxford_5000
start,A1,oxford_3000
starve,B2,oxford_5000
state,A2,oxford_3000
statement,A1,oxford_3000
station,A1,oxford_3000
statistic,B1,oxford_3000
statistical,C1,oxford_5000
statue,B1,oxford_3000
status,B2,oxford_3000
stay,A1,oxford_3000
steadily,B2,oxford_5000
steady,B2,oxford_3000
steal,A2,oxford_3000
steam,B2,oxford_5000
steel,B2,oxford_3000
steep,B2,oxford_3000
steer,C1,oxford_5000
stem,C1,oxford_5000
step,A2,oxford_3000
stereotype,C1,oxford_5000
stick,B1,oxford_3000
sticky,B2,oxford_3000
stiff,B2,oxford_3000
still,A1,oxford_3000
stimulate,B2,oxford_5000
stimulus,C1,oxford_5000
stir,C1,oxford_5000
stock,B2,oxford_3000
stomach,A2,oxford_3000
stone,A2,oxford_3000
stop,A1,oxford_3000
storage,C1,oxford_5000
store,A2,oxford_3000
storm,A2,oxford_3000
story,A1,oxford_3000
straight,A2,oxford_3000
straightforward,C1,oxford_5000
strain,C1,oxford_5000
strand,C1,oxford_5000
strange,A2,oxford_3000
stranger,B1,oxford_3000
strategic,C1,oxford_5000
strategy,A2,oxford_3000
stream,B2,oxford_3000
street,A1,oxford_3000
strength,B1,oxford_3000
strengthen,B2,oxford_5000
stress,A2,oxford_3000
stretch,B2,oxford_3000
strict,B2,oxford_3000
strictly,B2,oxford_5000
strike,B2,oxford_3000
striking,C1,oxford_5000
string,B1,oxford_3000
strive,C1,oxford_5000
stroke,B2,oxford_5000
strong,A1,oxford_3000
strongly,B1,oxford_3000
structural,C1,oxford_5000
structure,A2,oxford_3000
struggle,B2,oxford_3000
studio,B1,oxford_3000
study,A1,oxford_3000
stuff,B1,oxford_3000
stumble,C1,oxford_5000
stun,C1,oxford_5000
stunning,B2,oxford_5000
stupid,A2,oxford_3000
style,A1,oxford_3000
subject,A1,oxford_3000
submission,C1,oxford_5000
submit,B2,oxford_3000
subscriber,C1,oxford_5000
subscription,C1,oxford_5000
subsequent,B2,oxford_5000
subsequently,B2,oxford_5000
subsidy,C1,oxford_5000
substance,B1,oxford_3000
substantial,C1,oxford_5000
substantially,C1,oxford_5000
substitute,C1,oxford_5000
substitution,C1,oxford_5000
subtle,C1,oxford_5000
suburb,B2,oxford_5000
suburban,C1,oxford_5000
succeed,A2,oxford_3000
success,A1,oxford_3000
successful,A2,oxford_3000
successfully,B1,oxford_3000
succession,C1,oxford_5000
successive,C1,oxford_5000
successor,C1,oxford_5000
such,A2,oxford_3000
suck,C1,oxford_5000
sudden,B1,oxford_3000
suddenly,A2,oxford_3000
sue,C1,oxford_5000
suffer,B1,oxford_3000
suffering,B2,oxford_5000
sufficient,B2,oxford_5000
sufficiently,B2,oxford_5000
sugar,A1,oxford_3000
suggest,A2,oxford_3000
suggestion,A2,oxford_3000
suicide,C1,oxford_5000
suit,A2,oxford_3000
suitable,B1,oxford_3000
suite,C1,oxford_5000
sum,B2,oxford_3000
summarize,B1,oxford_3000
summary,B1,oxford_3000
summer,A1,oxford_3000
summit,C1,oxford_5000
sun,A1,oxford_3000
sunday,A1,oxford_3000
super,B2,oxford_5000
superb,C1,oxford_5000
superior,C1,oxford_5000
supermarket,A1,oxford_3000
supervise,C1,oxford_5000
supervision,C1,oxford_5000
supervisor,C1,oxford_5000
supplement,C1,oxford_5000
supply,B1,oxford_3000
support,A2,oxford_3000
supporter,B1,oxford_3000
supportive,C1,oxford_5000
suppose,A2,oxford_3000
supposedly,C1,oxford_5000
suppress,C1,oxford_5000
supreme,C1,oxford_5000
sure,A1,oxford_3000
surely,B1,oxford_3000
surface,B1,oxford_3000
surge,C1,oxford_5000
surgeon,B2,oxford_5000
surgery,B2,oxford_3000
surgical,C1,oxford_5000
surplus,C1,oxford_5000
surprise,A2,oxford_3000
surprised,A2,oxford_3000
surprising,A2,oxford_3000
surrender,C1,oxford_5000
surround,B2,oxford_3000
surrounding,B2,oxford_3000
surveillance,C1,oxford_5000
survey,A2,oxford_3000
survival,B2,oxford_5000
survive,B1,oxford_3000
survivor,B2,oxford_5000
suspect,B2,oxford_3000
suspend,B2,oxford_5000
suspension,C1,oxford_5000
suspicion,C1,oxford_5000
suspicious,C1,oxford_5000
sustain,C1,oxford_5000
sustainable,B2,oxford_5000
swallow,B2,oxford_5000
swear,B2,oxford_3000
sweater,A1,oxford_3000
sweep,B2,oxford_3000
sweet,A2,oxford_3000
swim,A1,oxford_3000
swimming,A1,oxford_3000
swing,C1,oxford_5000
switch,B1,oxford_3000
sword,C1,oxford_5000
symbol,A2,oxford_3000
symbolic,C1,oxford_5000
sympathetic,B2,oxford_5000
sympathy,B2,oxford_3000
symptom,B1,oxford_3000
syndrome,C1,oxford_5000
synthesis,C1,oxford_5000
system,A2,oxford_3000
systematic,C1,oxford_5000
t-shirt,A1,oxford_3000
table,A1,oxford_3000
tablet,A2,oxford_3000
tackle,B2,oxford_5000
tactic,C1,oxford_5000
tactical,C1,oxford_5000
tag,B2,oxford_5000
tail,B1,oxford_3000
take,A1,oxford_3000
tale,B2,oxford_3000
talent,B1,oxford_3000
talented,B1,oxford_3000
talk,A1,oxford_3000
tall,A1,oxford_3000
tank,B2,oxford_3000
tap,B2,oxford_5000
tape,B1,oxford_3000
target,A2,oxford_3000
task,A2,oxford_3000
taste,A2,oxford_3000
tax,B1,oxford_3000
taxi,A1,oxford_3000
taxpayer,C1,oxford_5000
tea,A1,oxford_3000
teach,A1,oxford_3000
teacher,A1,oxford_3000
teaching,A2,oxford_3000
team,A1,oxford_3000
tear,B2,oxford_3000
technical,B1,oxford_3000
technique,B1,oxford_3000
technological,B2,oxford_5000
technology,A2,oxford_3000
teenage,A2,oxford_3000
teenager,A1,oxford_3000
teens,B2,oxford_5000
telephone,A1,oxford_3000
television,A1,oxford_3000
tell,A1,oxford_3000
temperature,A2,oxford_3000
temple,B2,oxford_5000
temporarily,B2,oxford_5000
temporary,B2,oxford_3000
tempt,C1,oxford_5000
ten,A1,oxford_3000
tenant,C1,oxford_5000
tend,B1,oxford_3000
tendency,B2,oxford_5000
tender,C1,oxford_5000
tennis,A1,oxford_3000
tension,B2,oxford_5000
tent,B1,oxford_3000
tenure,C1,oxford_5000
term,A2,oxford_3000
terminal,B2,oxford_5000
terminate,C1,oxford_5000
terms,B2,oxford_5000
terrain,C1,oxford_5000
terrible,A1,oxford_3000
terribly,B2,oxford_5000
terrific,C1,oxford_5000
terrify,B2,oxford_5000
territory,B2,oxford_5000
terror,B2,oxford_5000
terrorism,B2,oxford_5000
terrorist,B2,oxford_5000
test,A1,oxford_3000
testify,C1,oxford_5000
testimony,C1,oxford_5000
testing,B2,oxford_5000
text,A1,oxford_3000
textbook,B2,oxford_5000
texture,C1,oxford_5000
than,A1,oxford_3000
thank,A1,oxford_3000
thankfully,C1,oxford_5000
thanks,A1,oxford_3000
that,A1,oxford_3000
the,A1,oxford_3000
theatre,A1,oxford_3000
theatrical,C1,oxford_5000
theft,B2,oxford_5000
their,A1,oxford_3000
theirs,B1,oxford_3000
them,A1,oxford_3000
theme,B1,oxford_3000
themselves,A2,oxford_3000
then,A1,oxford_3000
theology,C1,oxford_5000
theoretical,C1,oxford_5000
theory,B1,oxford_3000
therapist,B2,oxford_5000
therapy,B2,oxford_3000
there,A1,oxford_3000
thereafter,C1,oxford_5000
thereby,C1,oxford_5000
therefore,B1,oxford_3000
thesis,B2,oxford_5000
they,A1,oxford_3000
thick,A2,oxford_3000
thief,A2,oxford_3000
thin,A2,oxford_3000
thing,A1,oxford_3000
think,A1,oxford_3000
thinking,A2,oxford_3000
third,A1,oxford_3000
thirsty,A1,oxford_3000
thirteen,A1,oxford_3000
thirty,A1,oxford_3000
this,A1,oxford_3000
thorough,B2,oxford_5000
thoroughly,B2,oxford_5000
though,B1,oxford_3000
thought,A2,oxford_3000
thought-provoking,C1,oxford_5000
thoughtful,C1,oxford_5000
thousand,A1,oxford_3000
thread,C1,oxford_5000
threat,B2,oxford_3000
threaten,B2,oxford_3000
three,A1,oxford_3000
threshold,C1,oxford_5000
thrilled,C1,oxford_5000
thrive,C1,oxford_5000
throat,B1,oxford_3000
through,A1,oxford_3000
throughout,B1,oxford_3000
throw,A2,oxford_3000
thumb,B2,oxford_5000
thursday,A1,oxford_3000
thus,B2,oxford_3000
ticket,A1,oxford_3000
tide,C1,oxford_5000
tidy,A2,oxford_3000
tie,A2,oxford_3000
tight,B1,oxford_3000
tighten,C1,oxford_5000
till,B1,oxford_3000
timber,C1,oxford_5000
time,A1,oxford_3000
timely,C1,oxford_5000
timing,B2,oxford_5000
tin,B1,oxford_3000
tiny,B1,oxford_3000
tip,A2,oxford_3000
tired,A1,oxford_3000
tissue,B2,oxford_5000
title,A1,oxford_3000
to,A1,oxford_3000
tobacco,C1,oxford_5000
today,A1,oxford_3000
toe,B1,oxford_3000
together,A1,oxford_3000
toilet,A1,oxford_3000
tolerance,C1,oxford_5000
tolerate,C1,oxford_5000
toll,C1,oxford_5000
tomato,A1,oxford_3000
tomorrow,A1,oxford_3000
ton,B2,oxford_5000
tone,B2,oxford_3000
tongue,B1,oxford_3000
tonight,A1,oxford_3000
tonne,B2,oxford_5000
too,A1,oxford_3000
tool,A2,oxford_3000
tooth,A1,oxford_3000
top,A2,oxford_3000
topic,A1,oxford_3000
torture,C1,oxford_5000
toss,C1,oxford_5000
total,B1,oxford_3000
totally,B1,oxford_3000
touch,A2,oxford_3000
tough,B2,oxford_3000
tour,A2,oxford_3000
tourism,A2,oxford_3000
tourist,A1,oxford_3000
tournament,B2,oxford_5000
towards,A2,oxford_3000
towel,A2,oxford_3000
tower,A2,oxford_3000
town,A1,oxford_3000
toxic,C1,oxford_5000
toy,A2,oxford_3000
trace,B2,oxford_5000
track,A2,oxford_3000
trade,B1,oxford_3000
trademark,C1,oxford_5000
trading,B2,oxford_5000
tradition,A2,oxford_3000
traditional,A2,oxford_3000
traffic,A1,oxford_3000
tragedy,B2,oxford_5000
tragic,B2,oxford_5000
trail,C1,oxford_5000
trailer,C1,oxford_5000
train,A1,oxford_3000
trainer,A2,oxford_3000
training,A2,oxford_3000
trait,B2,oxford_5000
transaction,C1,oxford_5000
transcript,C1,oxford_5000
transfer,B2,oxford_3000
transform,B2,oxford_3000
transformation,C1,oxford_5000
transit,C1,oxford_5000
transition,B2,oxford_3000
translate,B1,oxford_3000
translation,B1,oxford_3000
transmission,C1,oxford_5000
transmit,B2,oxford_5000
transparency,C1,oxford_5000
transparent,C1,oxford_5000
transport,A2,oxford_3000
transportation,B2,oxford_5000
trap,B2,oxford_5000
trauma,C1,oxford_5000
travel,A1,oxford_3000
traveller,A2,oxford_3000
treasure,B2,oxford_5000
treat,B1,oxford_3000
treatment,B1,oxford_3000
treaty,C1,oxford_5000
tree,A1,oxford_3000
tremendous,C1,oxford_5000
trend,B1,oxford_3000
trial,B2,oxford_3000
tribal,C1,oxford_5000
tribe,B2,oxford_5000
tribunal,C1,oxford_5000
tribute,C1,oxford_5000
trick,B1,oxford_3000
trigger,B2,oxford_5000
trillion,B2,oxford_5000
trio,C1,oxford_5000
trip,A1,oxford_3000
triumph,C1,oxford_5000
troop,B2,oxford_5000
trophy,C1,oxford_5000
tropical,B2,oxford_3000
trouble,A2,oxford_3000
troubled,C1,oxford_5000
trousers,A1,oxford_3000
truck,A2,oxford_3000
true,A1,oxford_3000
truly,B2,oxford_3000
trust,B2,oxford_3000
trustee,C1,oxford_5000
truth,B1,oxford_3000
try,A1,oxford_3000
tsunami,B2,oxford_5000
tube,B1,oxford_3000
tuesday,A1,oxford_3000
tuition,C1,oxford_5000
tune,B2,oxford_3000
tunnel,B2,oxford_3000
turn,A1,oxford_3000
turnout,C1,oxford_5000
turnover,C1,oxford_5000
tv,A1,oxford_3000
twelve,A1,oxford_3000
twenty,A1,oxford_3000
twice,A1,oxford_3000
twin,A2,oxford_3000
twist,C1,oxford_5000
two,A1,oxford_3000
type,A1,oxford_3000
typical,A2,oxford_3000
typically,B1,oxford_3000
tyre,B1,oxford_3000
ugly,B1,oxford_3000
ultimate,B2,oxford_5000
ultimately,B2,oxford_3000
umbrella,A1,oxford_3000
unable,B1,oxford_3000
unacceptable,B2,oxford_5000
uncertainty,B2,oxford_5000
uncle,A1,oxford_3000
uncomfortable,B1,oxford_3000
unconscious,B2,oxford_3000
under,A1,oxford_3000
undergo,B2,oxford_5000
undergraduate,C1,oxford_5000
underlying,C1,oxford_5000
undermine,C1,oxford_5000
understand,A1,oxford_3000
understanding,A2,oxford_3000
undertake,B2,oxford_5000
underwear,B1,oxford_3000
undoubtedly,C1,oxford_5000
unemployed,B1,oxford_3000
unemployment,B1,oxford_3000
unexpected,B2,oxford_3000
unfair,B1,oxford_3000
unfold,B2,oxford_5000
unfortunate,B2,oxford_5000
unfortunately,A2,oxford_3000
unhappy,A2,oxford_3000
uniform,A2,oxford_3000
unify,C1,oxford_5000
union,B1,oxford_3000
unique,B2,oxford_3000
unit,A2,oxford_3000
unite,B2,oxford_5000
united,A2,oxford_3000
unity,B2,oxford_5000
universal,B2,oxford_5000
universe,B2,oxford_3000
university,A1,oxford_3000
unknown,B2,oxford_3000
unless,B1,oxford_3000
unlike,B1,oxford_3000
unlikely,B1,oxford_3000
unnecessary,B1,oxford_3000
unpleasant,B1,oxford_3000
unprecedented,C1,oxford_5000
until,A1,oxford_3000
unusual,A2,oxford_3000
unveil,C1,oxford_5000
up,A1,oxford_3000
upcoming,C1,oxford_5000
update,B1,oxford_3000
upgrade,C1,oxford_5000
uphold,C1,oxford_5000
upon,B1,oxford_3000
upper,B2,oxford_3000
upset,B1,oxford_3000
upstairs,A1,oxford_3000
upwards,B2,oxford_3000
urban,B2,oxford_3000
urge,B2,oxford_3000
urgent,B2,oxford_5000
us,A1,oxford_3000
usage,B2,oxford_5000
use,A1,oxford_3000
used,B1,oxford_3000
used to,A2,oxford_3000
useful,A1,oxford_3000
useless,B2,oxford_5000
user,A2,oxford_3000
usual,A2,oxford_3000
usually,A1,oxford_3000
utility,C1,oxford_5000
utilize,C1,oxford_5000
utterly,C1,oxford_5000
vacation,A1,oxford_3000
vacuum,C1,oxford_5000
vague,C1,oxford_5000
valid,B2,oxford_5000
validity,C1,oxford_5000
valley,A2,oxford_3000
valuable,B1,oxford_3000
value,B1,oxford_3000
van,A2,oxford_3000
vanish,C1,oxford_5000
variable,C1,oxford_5000
variation,B2,oxford_5000
varied,C1,oxford_5000
variety,A2,oxford_3000
various,B1,oxford_3000
vary,B2,oxford_3000
vast,B2,oxford_3000
vegetable,A1,oxford_3000
vehicle,A2,oxford_3000
vein,C1,oxford_5000
venture,C1,oxford_5000
venue,B2,oxford_3000
verbal,C1,oxford_5000
verdict,C1,oxford_5000
verify,C1,oxford_5000
verse,C1,oxford_5000
version,B1,oxford_3000
versus,C1,oxford_5000
vertical,B2,oxford_5000
very,A1,oxford_3000
vessel,C1,oxford_5000
veteran,C1,oxford_5000
via,B2,oxford_3000
viable,C1,oxford_5000
vibrant,C1,oxford_5000
vice,C1,oxford_5000
vicious,C1,oxford_5000
victim,B1,oxford_3000
victory,B2,oxford_3000
video,A1,oxford_3000
view,A2,oxford_3000
viewer,B1,oxford_3000
viewpoint,B2,oxford_5000
village,A1,oxford_3000
villager,C1,oxford_5000
violate,C1,oxford_5000
violation,C1,oxford_5000
violence,B2,oxford_3000
violent,B1,oxford_3000
virtual,B2,oxford_3000
virtue,C1,oxford_5000
virus,A2,oxford_3000
visa,B2,oxford_5000
visible,B2,oxford_5000
vision,B2,oxford_3000
visit,A1,oxford_3000
visitor,A1,oxford_3000
visual,B2,oxford_3000
vital,B2,oxford_3000
vitamin,B2,oxford_3000
vocal,C1,oxford_5000
voice,A2,oxford_3000
volume,B2,oxford_3000
voluntary,B2,oxford_5000
volunteer,B1,oxford_3000
vote,B1,oxford_3000
voting,B2,oxford_5000
vow,C1,oxford_5000
vulnerability,C1,oxford_5000
vulnerable,C1,oxford_5000
wage,B2,oxford_3000
wait,A1,oxford_3000
waiter,A1,oxford_3000
wake,A1,oxford_3000
walk,A1,oxford_3000
wall,A1,oxford_3000
wander,B2,oxford_5000
want,A1,oxford_3000
war,A2,oxford_3000
ward,C1,oxford_5000
warehouse,C1,oxford_5000
warfare,C1,oxford_5000
warm,A1,oxford_3000
warming,B2,oxford_5000
warn,B1,oxford_3000
warning,B1,oxford_3000
warrant,C1,oxford_5000
warrior,C1,oxford_5000
wash,A1,oxford_3000
washing,A2,oxford_3000
waste,B1,oxford_3000
watch,A1,oxford_3000
water,A1,oxford_3000
wave,A2,oxford_3000
way,A1,oxford_3000
we,A1,oxford_3000
weak,A2,oxford_3000
weaken,C1,oxford_5000
weakness,B2,oxford_3000
wealth,B2,oxford_3000
wealthy,B2,oxford_3000
weapon,B1,oxford_3000
wear,A1,oxford_3000
weather,A1,oxford_3000
weave,C1,oxford_5000
web,A2,oxford_3000
website,A1,oxford_3000
wedding,A2,oxford_3000
wednesday,A1,oxford_3000
weed,C1,oxford_5000
week,A1,oxford_3000
weekend,A1,oxford_3000
weekly,B2,oxford_5000
weigh,B1,oxford_3000
weight,A2,oxford_3000
weird,B2,oxford_5000
welcome,A2,oxford_3000
welfare,B2,oxford_5000
well,A1,oxford_3000
well-being,C1,oxford_5000
west,A1,oxford_3000
western,B1,oxford_3000
wet,A2,oxford_3000
what,A1,oxford_3000
whatever,B1,oxford_3000
whatsoever,C1,oxford_5000
wheat,B2,oxford_5000
wheel,A2,oxford_3000
when,A1,oxford_3000
whenever,B1,oxford_3000
where,A1,oxford_3000
whereas,B2,oxford_3000
whereby,C1,oxford_5000
wherever,B2,oxford_3000
whether,B1,oxford_3000
which,A1,oxford_3000
while,A2,oxford_3000
whilst,C1,oxford_5000
whip,C1,oxford_5000
whisper,B2,oxford_3000
white,A1,oxford_3000
who,A1,oxford_3000
whoever,B2,oxford_5000
whole,A2,oxford_3000
wholly,C1,oxford_5000
whom,B2,oxford_3000
whose,A2,oxford_3000
why,A1,oxford_3000
wide,A2,oxford_3000
widely,B2,oxford_3000
widen,C1,oxford_5000
widespread,B2,oxford_5000
widow,C1,oxford_5000
width,C1,oxford_5000
wife,A1,oxford_3000
wild,A2,oxford_3000
wildlife,B2,oxford_3000
will,A1,oxford_3000
willing,B2,oxford_3000
willingness,C1,oxford_5000
win,A1,oxford_3000
wind,A2,oxford_3000
window,A1,oxford_3000
wine,A1,oxford_3000
wing,B1,oxford_3000
winner,A2,oxford_3000
winter,A1,oxford_3000
wipe,C1,oxford_5000
wire,B2,oxford_3000
wisdom,B2,oxford_5000
wise,B2,oxford_3000
wish,A2,oxford_3000
wit,C1,oxford_5000
with,A1,oxford_3000
withdraw,B2,oxford_5000
withdrawal,C1,oxford_5000
within,B1,oxford_3000
without,A1,oxford_3000
witness,B2,oxford_3000
woman,A1,oxford_3000
wonder,B1,oxford_3000
wonderful,A1,oxford_3000
wood,A2,oxford_3000
wooden,A2,oxford_3000
wool,B1,oxford_3000
word,A1,oxford_3000
work,A1,oxford_3000
worker,A1,oxford_3000
workforce,B2,oxford_5000
working,A2,oxford_3000
workout,C1,oxford_5000
workplace,B2,oxford_5000
workshop,B2,oxford_5000
world,A1,oxford_3000
worldwide,B1,oxford_3000
worm,B2,oxford_5000
worried,A2,oxford_3000
worry,A2,oxford_3000
worse,A2,oxford_3000
worship,C1,oxford_5000
worst,A2,oxford_3000
worth,B1,oxford_3000
worthwhile,C1,oxford_5000
worthy,C1,oxford_5000
would,A1,oxford_3000
wound,B2,oxford_3000
wow,A2,oxford_3000
wrap,B2,oxford_3000
wrist,B2,oxford_5000
write,A1,oxford_3000
writer,A1,oxford_3000
writing,A1,oxford_3000
written,B1,oxford_3000
wrong,A1,oxford_3000
yard,B1,oxford_3000
yeah,A1,oxford_3000
year,A1,oxford_3000
yell,C1,oxford_5000
yellow,A1,oxford_3000
yes,A1,oxford_3000
yesterday,A1,oxford_3000
yet,A2,oxford_3000
yield,C1,oxford_5000
you,A1,oxford_3000
young,A1,oxford_3000
youngster,C1,oxford_5000
your,A1,oxford_3000
yours,A2,oxford_3000
yourself,A1,oxford_3000
youth,B1,oxford_3000
zero,A2,oxford_3000
zone,B2,oxford_3000
